show_id,title,sentiment_compound,sentiment_label
s5302,LEGO Elves: Secrets of Elvendale,0.6808,positive
s5303,Little Evil,-0.4939,negative
s5304,Manoranjan,-0.5574,negative
s5305,Mujrim,-0.7717,negative
s5306,Narcos,0.1779,positive
s5307,Offline - Das leben ist kein bonuslevel,-0.2732,negative
s5308,Resurface,-0.8591,negative
s5309,Rocco,0.0,neutral
s5310,Sohni Mahiwal,-0.2732,negative
s5311,The Distinguished Citizen,0.3818,positive
s5312,The Guardian Brothers,-0.0772,negative
s5313,The Last Shaman,-0.6808,negative
s5314,The Lost Brother,-0.8442,negative
s5315,Todo Sobre El Asado,0.0,neutral
s5316,Ryan Hamilton: Happy Face,0.2263,positive
s5317,Buster's Mal Heart,-0.1531,negative
s5318,Berlin Syndrome,-0.4019,negative
s5319,Death Note,-0.2023,negative
s5320,Lynne Koplitz: Hormonal Beast,0.5256,positive
s5321,Dinotrux,0.2003,positive
s5322,Marvel's The Defenders,-0.886,negative
s5323,Undefeated,0.5267,positive
s5324,What Happened to Monday,-0.5267,negative
s5325,20 Minutes,-0.6486,negative
s5326,Brad Paisley's Comedy Rodeo,0.4939,positive
s5327,Colin Quinn: Unconstitutional,0.3818,positive
s5328,Million Yen Women,-0.5789,negative
s5329,The Outcasts,0.3182,positive
s5330,Chocolate City: Vegas Strip,0.6486,positive
s5331,Los Herederos,-0.8126,negative
s5332,Naked,-0.2263,negative
s5333,Demonic,-0.6486,negative
s5334,The Saint,-0.1154,negative
s5335,Baahubali 2: The Conclusion (Hindi Version),-0.8834,negative
s5336,Baahubali 2: The Conclusion (Malayalam Version),-0.8834,negative
s5337,Baahubali 2: The Conclusion (Tamil Version),-0.8834,negative
s5338,Baahubali: The Beginning (Hindi Version),0.7845,positive
s5339,Baahubali: The Beginning (Malayalam Version),0.7845,positive
s5340,Baahubali: The Beginning (Tamil Version),0.7845,positive
s5341,LEGO Marvel Super Heroes: Avengers Reassembled!,-0.0516,negative
s5342,Enter the Warriors Gate,0.0,neutral
s5343,Alan Saldaña: Mi vida de pobre,0.7506,positive
s5344,Icarus,-0.8402,negative
s5345,Message from the King,-0.8271,negative
s5346,Wet Hot American Summer: Ten Years Later,0.34,positive
s5347,The Invisible Guardian,-0.6486,negative
s5348,Bountiful Blessings,0.4404,positive
s5349,Close Your Eyes Before It’s Dark,0.0516,positive
s5350,Entangled,-0.7003,negative
s5351,Fartsa,0.7506,positive
s5352,Handsome Devil,0.0,neutral
s5353,"Have You Ever Fallen in Love, Miss Jiang?",-0.5423,negative
s5354,Jessica Darling's It List,0.8957,positive
s5355,Life Plan A and B,0.8555,positive
s5356,Locust,-0.128,negative
s5357,Love Storm,0.0,neutral
s5358,Maz Jobrani: Immigrant,0.0,neutral
s5359,Opening Night,0.4588,positive
s5360,Raising the Bar,0.7096,positive
s5361,Surviving Escobar - Alias JJ,0.2732,positive
s5362,The Blind Christ,0.7003,positive
s5363,The In-Laws,-0.5094,negative
s5364,The IT Crowd,0.0,neutral
s5365,Un plus une,0.0,neutral
s5366,Vexed,0.4939,positive
s5367,World War II in Colour,-0.3612,negative
s5368,Daughters of Destiny,0.743,positive
s5369,The Incredible Jessica James,-0.8402,negative
s5370,Joe Mande’s Award-Winning Comedy Special,0.2083,positive
s5371,I Called Him Morgan,-0.8126,negative
s5372,Aditi Mittal: Things They Wouldn't Let Me Say,-0.1779,negative
s5373,Ari Shaffir: Double Negative,0.743,positive
s5374,Uncertain Glory,0.8834,positive
s5375,Amar,0.891,positive
s5376,Buddy Thunderstruck: The Maybe Pile,0.872,positive
s5377,Chasing Coral,0.0,neutral
s5378,To the Bone,0.4404,positive
s5379,D.L. Hughley: Clear,0.8885,positive
s5380,Tom Segura: Completely Normal,0.7766,positive
s5381,Dawn of the Croods,0.7089,positive
s5382,Degrassi: Next Class,0.0,neutral
s5383,Diamond Lover,0.128,positive
s5384,King’s War,-0.7579,negative
s5385,Qin Empire: Alliance,0.34,positive
s5386,Take Me,-0.25,negative
s5387,The Legend of Bruce Lee,0.0,neutral
s5388,10 jours en or,0.4019,positive
s5389,46,-0.5499,negative
s5390,A 2nd Chance,0.9306,positive
s5391,Against the Tide,-0.743,negative
s5392,Amrapali,-0.6249,negative
s5393,Barbie Life in the Dreamhouse,0.8779,positive
s5394,Breakout,-0.8442,negative
s5395,Hans Teeuwen: Real Rancour,0.2023,positive
s5396,Intersection,0.8834,positive
s5397,Lal Patthar,0.7003,positive
s5398,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,0.0,neutral
s5399,Liar's Dice,-0.296,negative
s5400,Mystic Whispers,-0.1027,negative
s5401,Professor,-0.25,negative
s5402,Spice Up,0.8126,positive
s5403,The Invisible Guest,-0.2023,negative
s5404,The Oath,0.8176,positive
s5405,The Truth Seekers,0.3612,positive
s5406,The Ultimatum,0.9042,positive
s5407,Unriddle,0.1027,positive
s5408,World at Your Feet,0.7964,positive
s5409,Yaar Gaddar,-0.7906,negative
s5410,Yes We Can!,-0.1779,negative
s5411,Yours Fatefully,0.1779,positive
s5412,Zipi & Zape y la Isla del Capitan,0.5423,positive
s5413,Criminal Minds,-0.5267,negative
s5414,Gypsy,-0.4019,negative
s5415,Little Witch Academia,0.9164,positive
s5416,Okja,0.0516,positive
s5417,Chris D'Elia: Man on Fire,0.6808,positive
s5418,I Am Michael,-0.0258,neutral
s5419,Nobody Speak: Trials of the Free Press,0.8225,positive
s5420,You Get Me,-0.6369,negative
s5421,Dangal,0.0263,neutral
s5422,Young & Hungry,0.0772,positive
s5423,Pac-Man and the Ghostly Adventures,-0.3182,negative
s5424,Puss in Book: Trapped in an Epic Tale,0.6249,positive
s5425,Rory Scovel Tries Stand-Up for the First Time,0.2732,positive
s5426,Aquarius,-0.0516,negative
s5427,Counterpunch,0.8402,positive
s5428,What the Health,0.0,neutral
s5429,World of Winx,0.8777,positive
s5430,Kanavu Variyam,-0.0031,neutral
s5431,Marco Luque: Tamo Junto,0.8885,positive
s5432,The Russian Revolution,-0.3818,negative
s5433,"Oh, Hello On Broadway",0.9524,positive
s5434,28 Moons,0.0258,neutral
s5435,Magic Phone,0.6486,positive
s5436,Man to Man,0.1531,positive
s5437,My Little Baby,-0.4767,negative
s5438,Singles Villa,0.7096,positive
s5439,Under the Black Moonlight,-0.128,negative
s5440,My Only Love Song,0.2023,positive
s5441,Shimmer Lake,-0.6705,negative
s5442,The Wishing Tree,0.6124,positive
s5443,Headshot,-0.9062,negative
s5444,1898: Our Last Men in the Philippines,-0.6597,negative
s5445,Crashing,-0.2732,negative
s5446,Flaked,-0.6061,negative
s5447,Lucid Dream,-0.7783,negative
s5448,Aashik Awara,0.6124,positive
s5449,Amelia: A Tale of Two Sisters,0.765,positive
s5450,Catfight,-0.7896,negative
s5451,How to Stage a Coup,0.3818,positive
s5452,Jackie: A Tale of Two Sisters,0.0,neutral
s5453,Lens,-0.6705,negative
s5454,Little Boxes,-0.3182,negative
s5455,Love.com,0.3182,positive
s5456,Maya Memsaab,0.6808,positive
s5457,Michael Lost and Found,0.0,neutral
s5458,Mind Game,0.8074,positive
s5459,Miniforce,-0.6369,negative
s5460,Off Camera,0.4588,positive
s5461,Oh Darling Yeh Hai India,0.4019,positive
s5462,Prince,0.2382,positive
s5463,Qila,-0.9313,negative
s5464,Smoke & Mirrors,-0.802,negative
s5465,The Day Will Come,-0.7269,negative
s5466,The Dream Job,0.802,positive
s5467,The Mitfords: A Tale of Two Sisters,0.0,neutral
s5468,Without Gorky,-0.4588,negative
s5469,Sarah Silverman A Speck of Dust,0.7351,positive
s5470,Rangoon,0.1531,positive
s5471,Bloodline,0.4215,positive
s5472,Joshua: Teenager vs. Superpower,0.0,neutral
s5473,Raees,0.1027,positive
s5474,War Machine,-0.6908,negative
s5475,Arès,-0.8225,negative
s5476,Hasan Minhaj: Homecoming King,-0.5994,negative
s5477,BLAME!,-0.5574,negative
s5478,Highland: Thailand's Marijuana Awakening,0.7096,positive
s5479,Laerte-se,0.624,positive
s5480,The Keepers,-0.9186,negative
s5481,Tracy Morgan: Staying Alive,0.0772,positive
s5482,Chamatkar,-0.7783,negative
s5483,Kabhi Haan Kabhi Naa,0.875,positive
s5484,Lovesong,0.802,positive
s5485,Natascha Kampusch: The Whole Story,0.0516,positive
s5486,Ram Jaane,-0.4767,negative
s5487,The Devil's Mistress,-0.3291,negative
s5488,Wild Oats,-0.0258,neutral
s5489,All Hail King Julien: Exiled,0.9413,positive
s5490,Get Me Roger Stone,0.4404,positive
s5491,Mindhorn,-0.4404,negative
s5492,Sahara,0.9246,positive
s5493,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",0.5994,positive
s5494,Handsome: A Netflix Mystery Movie,-0.4404,negative
s5495,Kazoops!,0.5106,positive
s5496,Simplemente Manu NNa,0.5994,positive
s5497,The Mars Generation,0.4019,positive
s5498,Maria Bamford: Old Baby,0.7964,positive
s5499,A Yellow Bird,0.4215,positive
s5500,Chaahat,-0.7184,negative
s5501,English Babu Desi Mem,0.4939,positive
s5502,He Even Has Your Eyes,-0.6486,negative
s5503,In the Shadow of Iris,0.0516,positive
s5504,JFK: The Making of a President,-0.8555,negative
s5505,Kiss & Cry,-0.296,negative
s5506,Loev,0.4215,positive
s5507,Mostly Sunny,0.4215,positive
s5508,The Next Skin,-0.6486,negative
s5509,Casting JonBenet,-0.5106,negative
s5510,Jumping Girl,-0.6124,negative
s5511,President,0.8779,positive
s5512,Rodney King,-0.886,negative
s5513,Small Crimes,-0.25,negative
s5514,What in the World Happened?,0.926,positive
s5515,Mar de Plástico,-0.8126,negative
s5516,Dear Zindagi,0.4767,positive
s5517,Shepherds and Butchers,-0.7003,negative
s5518,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,0.4767,positive
s5519,Vir Das: Abroad Understanding,0.6486,positive
s5520,Fangbone,-0.6249,negative
s5521,Girlboss,0.4404,positive
s5522,Hot Girls Wanted: Turned On,0.0,neutral
s5523,Sand Castle,-0.7717,negative
s5524,The Mr. Peabody and Sherman Show,0.3612,positive
s5525,Tramps,-0.4767,negative
s5526,Lucas Brothers: On Drugs,0.0,neutral
s5527,Bibi & Tina,-0.4767,negative
s5528,Bibi & Tina II,-0.3818,negative
s5529,Bibi & Tina: Girls Versus Boys,-0.5499,negative
s5530,Slam,0.2732,positive
s5531,The Wedding Party,-0.3612,negative
s5532,Arctic Heart,0.6486,positive
s5533,Our Lovers,0.0,neutral
s5534,Sandy Wexler,0.8934,positive
s5535,Macho,-0.7351,negative
s5536,Kevin Hart: What Now?,0.2023,positive
s5537,Frat Star,0.743,positive
s5538,The Miracle,0.0,neutral
s5539,The Get Down,0.7184,positive
s5540,The Lighthouse of the Orcas,0.7269,positive
s5541,Win It All,-0.4019,negative
s5542,Louis C.K. 2017,0.5994,positive
s5543,Burned Cocoon,-0.7717,negative
s5544,Couples Counseling,0.4019,positive
s5545,Deuces,-0.6249,negative
s5546,Elaan,-0.7964,negative
s5547,Five Nights in Maine,-0.1027,negative
s5548,Killa,0.25,positive
s5549,Life 2.0,0.0,neutral
s5550,Salaakhen,0.8462,positive
s5551,Skins,0.0,neutral
s5552,The Tenth Man,0.0,neutral
s5553,Toro,-0.4767,negative
s5554,Bridget Christie: Stand Up for Her,0.3818,positive
s5555,Five Came Back,-0.5994,negative
s5556,Hoff the Record,0.2263,positive
s5557,The Discovery,-0.6908,negative
s5558,Jo Koy: Live from Seattle,0.1779,positive
s5559,Bottersnikes & Gumbles,0.34,positive
s5560,Felipe Neto: My Life Makes No Sense,0.7066,positive
s5561,The C Word,-0.0772,negative
s5562,The Most Hated Woman in America,-0.7845,negative
s5563,Dave Chappelle,0.802,positive
s5564,One-Punch Man,-0.9281,negative
s5565,Best Worst Thing That Ever Could Have Happened,0.6705,positive
s5566,Deidra & Laney Rob a Train,0.4767,positive
s5567,Julie's Greenroom,0.7027,positive
s5568,Outback Truckers,0.4767,positive
s5569,Pandora,-0.4588,negative
s5570,Samurai Gourmet,0.7096,positive
s5571,Howards End,0.6504,positive
s5572,Asoka,0.0,neutral
s5573,"Bon Cop, Bad Cop",-0.6908,negative
s5574,Notes on Blindness,0.3612,positive
s5575,One 2 Ka 4,-0.3818,negative
s5576,Cheer Squad,0.6124,positive
s5577,Jim Norton: Mouthful of Shame,0.743,positive
s5578,100 Meters,0.4019,positive
s5579,Buddy Thunderstruck,0.3182,positive
s5580,Burning Sands,-0.8519,negative
s5581,One More Time,0.3182,positive
s5582,The Butterfly's Dream,-0.7351,negative
s5583,Amy Schumer: The Leather Special,0.6705,positive
s5584,Love Is in the Air,0.0258,neutral
s5585,Nila,0.9339,positive
s5586,Tong: Memories,0.4019,positive
s5587,Mike Birbiglia: Thank God for Jokes,0.5302,positive
s5588,Force 2,-0.25,negative
s5589,Jonas,-0.6369,negative
s5590,Operações Especiais,0.4588,positive
s5591,I Don't Feel at Home in This World Anymore,-0.7269,negative
s5592,Legend Quest,-0.6249,negative
s5593,The Sound of Your Heart,0.0964,positive
s5594,Love Me As I Am,0.7719,positive
s5595,Trevor Noah: Afraid of the Dark,0.4939,positive
s5596,Boy Missing,0.1779,positive
s5597,Growing Up Wild,0.7964,positive
s5598,Tini: The New Life of Violetta,-0.2263,negative
s5599,Love for Ten: Generation of Youth,0.6369,positive
s5600,Rocky Handsome,-0.7096,negative
s5601,A Heavy Heart,-0.5574,negative
s5602,Nightmare High,0.743,positive
s5603,Rush: Beyond the Lighted Stage,0.8807,positive
s5604,Spark,0.4939,positive
s5605,The Fury of a Patient Man,-0.0516,negative
s5606,The Memory of Water,-0.8885,negative
s5607,Girlfriend's Day,0.872,positive
s5608,Katherine Ryan: In Trouble,-0.6808,negative
s5609,White Nights,0.1027,positive
s5610,Cyborg 009: Call of Justice,-0.1779,negative
s5611,David Brent: Life on the Road,-0.8271,negative
s5612,Grillo vs Grillo,0.6808,positive
s5613,Hitler - A Career,0.1531,positive
s5614,"Michael Bolton's Big, Sexy Valentine's Day Special",0.836,positive
s5615,Daniel Sosa: Sosafado,0.6486,positive
s5616,Imperial Dreams,-0.8945,negative
s5617,Dilwale,0.6597,positive
s5618,Happy New Year,-0.128,negative
s5619,Haraamkhor,-0.1779,negative
s5620,Heroes Wanted,0.5346,positive
s5621,The Reconquest,0.7184,positive
s5622,Zapped,0.5267,positive
s5623,Bill Burr: Walk Your Way Out,0.0,neutral
s5624,Semana Santa,-0.296,negative
s5625,Journey to Greenland,0.0,neutral
s5626,IBOY,-0.5267,negative
s5627,O Silêncio do Céu,-0.9153,negative
s5628,Cristela Alonzo: Lower Classy,0.3612,positive
s5629,Gad Gone Wild,-0.1531,negative
s5630,Pink,-0.9623,negative
s5631,Take the 10,0.0,neutral
s5632,Neal Brennan: 3 Mics,-0.1779,negative
s5633,Berlin Calling,0.2023,positive
s5634,Sarajevo,-0.34,negative
s5635,Stereo,-0.25,negative
s5636,We Are Young. We Are Strong.,-0.8176,negative
s5637,Casablancas: The Man Who Loved Women,0.5719,positive
s5638,Clinical,-0.9231,negative
s5639,Very Big Shot,-0.6486,negative
s5640,Jim Gaffigan: Cinco,0.8271,positive
s5641,We're Lalaloopsy,0.9442,positive
s5642,Under the Shadow,-0.6908,negative
s5643,Coin Heist,-0.8271,negative
s5644,LEGO: Marvel Super Heroes: Maximum Overload,-0.7777,negative
s5645,Rampage: President Down,0.0,neutral
s5646,Marvel's Hulk: Where Monsters Dwell,-0.8934,negative
s5647,Jen Kirkman: Just Keep Livin’?,-0.2263,negative
s5648,Autohead,-0.34,negative
s5649,Bee Movie,-0.6908,negative
s5650,Headwinds,-0.6808,negative
s5651,Star Trek: Deep Space Nine,0.0,neutral
s5652,Udta Punjab,-0.5994,negative
s5653,Mr. Pig,0.4404,positive
s5654,My Runway,-0.1027,negative
s5655,AJIN: Demi-Human,-0.5106,negative
s5656,Chasing Cameron,0.0,neutral
s5657,7:19,-0.7096,negative
s5658,Garfunkel and Oates: Trying to be Special,0.7906,positive
s5659,Sense8,-0.4118,negative
s5660,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,-0.4767,negative
s5661,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,0.5574,positive
s5662,Barry,0.0,neutral
s5663,Crazyhead,-0.0772,negative
s5664,Sister Cities,-0.0798,negative
s5665,3 Türken & ein Baby,0.1531,positive
s5666,Color of Woman,0.9371,positive
s5667,Eddie - Strongman,0.296,positive
s5668,Goodbye My Wife,0.8779,positive
s5669,Happy And,0.4939,positive
s5670,Heaven's Garden,-0.3612,negative
s5671,Ice Fantasy,-0.9032,negative
s5672,Immortal Classic,0.3818,positive
s5673,InuYasha,0.4215,positive
s5674,K-POP Extreme Survival,0.5859,positive
s5675,Merlin,0.4019,positive
s5676,Miss Panda & Mr. Hedgehog,0.8316,positive
s5677,Sand Storm,0.4019,positive
s5678,Tokyo Trial,-0.9313,negative
s5679,Ricardo O'Farrill: Abrazo navideño,0.2263,positive
s5680,Asperger's Are Us,0.6808,positive
s5681,Captive,-0.7184,negative
s5682,Mariah Carey's Merriest Christmas,0.6597,positive
s5683,Spectral,-0.5267,negative
s5684,White Rabbit Project,0.7717,positive
s5685,Miss in Kiss,0.1779,positive
s5686,Other People,0.4215,positive
s5687,The Cuba Libre Story,0.0258,neutral
s5688,Blue Jay,0.5267,positive
s5689,One in a Billion,0.5994,positive
s5690,Reggie Watts: Spatial,0.7096,positive
s5691,From Dusk Till Dawn,-0.2675,negative
s5692,Mercenary,0.7269,positive
s5693,Lost & Found Music Studios,0.9022,positive
s5694,For the Love of Spock,0.34,positive
s5695,White Girl,0.0,neutral
s5696,#Rucker50,0.7845,positive
s5697,1000 Rupee Note,0.6124,positive
s5698,Across Grace Alley,-0.34,negative
s5699,Asu Mare 2,0.8271,positive
s5700,Back to 1989,-0.7184,negative
s5701,Bromance,0.5719,positive
s5702,Interrogation,-0.7717,negative
s5703,Rainbow Time,-0.5574,negative
s5704,Refresh Man,-0.6249,negative
s5705,Richard Pryor: Live in Concert,0.4588,positive
s5706,The Violin Player,0.5927,positive
s5707,Beauties of the Night,0.0,neutral
s5708,Gilmore Girls: A Year in the Life,0.3182,positive
s5709,Michael Che Matters,0.3612,positive
s5710,Mercy,-0.3818,negative
s5711,The Land of Cards,0.0516,positive
s5712,Carlos Ballarta: El amor es de putos,-0.4939,negative
s5713,Donald Glover: Weirdo,0.8481,positive
s5714,Colin Quinn: The New York Story,0.0,neutral
s5715,Divines,0.7579,positive
s5716,La Niña,-0.4215,negative
s5717,Paranoid,-0.9524,negative
s5718,Dieter Nuhr: Nuhr in Berlin,0.4215,positive
s5719,Mumbai Cha Raja,-0.4404,negative
s5720,True Memoirs of an International Assassin,-0.296,negative
s5721,Einsatzgruppen: The Nazi Death Squads,-0.7717,negative
s5722,Kathleen Madigan: Bothering Jesus,0.1779,positive
s5723,Case,-0.4215,negative
s5724,Danger Mouse,0.8271,positive
s5725,"Dana Carvey: Straight White Male, 60",0.3818,positive
s5726,The Ivory Game,-0.2732,negative
s5727,A Grand Night In: The Story of Aardman,0.7346,positive
s5728,Inborn Pair,-0.4344,negative
s5729,Just You,-0.6369,negative
s5730,Love Around,0.6808,positive
s5731,Love Family,0.9313,positive
s5732,Love Me or Leave Me,0.4404,positive
s5733,Love Now,0.34,positive
s5734,Norman Lear: Just Another Version of You,0.4767,positive
s5735,Santa Pac's Merry Berry Day,0.7003,positive
s5736,Spanish Affair 2,0.0,neutral
s5737,Pup Star,0.8885,positive
s5738,I Am the Pretty Thing That Lives in the House,-0.3818,negative
s5739,Into the Inferno,0.3818,positive
s5740,The African Doctor,0.296,positive
s5741,They Are Everywhere,0.5719,positive
s5742,Trailer Park Boys: Out of the Park: Europe,0.7351,positive
s5743,West Coast,-0.25,negative
s5744,7 años,-0.6808,negative
s5745,Containment,-0.6808,negative
s5746,Joe Rogan: Triggered,0.5719,positive
s5747,A Mighty Team,-0.5994,negative
s5748,Berserk: The Golden Age Arc I - The Egg of the King,-0.09,negative
s5749,Bleach The Movie: Fade to Black,-0.7506,negative
s5750,Bleach the Movie: Hell Verse,-0.8225,negative
s5751,Blind Date,0.6669,positive
s5752,DEATH NOTE,-0.6908,negative
s5753,Spotless,-0.5719,negative
s5754,Vampire Knight,0.5423,positive
s5755,Sky Ladder: The Art of Cai Guo-Qiang,0.8399,positive
s5756,Mascots,0.7717,positive
s5757,Justin Timberlake + the Tennessee Kids,0.0,neutral
s5758,13TH,-0.5106,negative
s5759,Russell Peters: Almost Famous,-0.34,negative
s5760,StoryBots Super Songs,0.4215,positive
s5761,The Siege of Jadotville,0.4118,positive
s5762,LEGO Jurassic World: The Indominus Escape,0.1406,positive
s5763,Be with Me,0.7184,positive
s5764,Be with You,0.2263,positive
s5765,Bombshell,-0.8779,negative
s5766,Chatô: The King of Brazil,0.6249,positive
s5767,Fall in Love with Me,-0.1027,negative
s5768,Harud,-0.2732,negative
s5769,Love Cheque Charge,0.1531,positive
s5770,Masha's Spooky Stories,-0.6597,negative
s5771,Much Ado About Nothing,0.1779,positive
s5772,Murphy's Law of Love,0.5267,positive
s5773,My Big Night,0.4019,positive
s5774,My Little Pony Equestria Girls: Legend of Everfree,0.6845,positive
s5775,Old Money,-0.2263,negative
s5776,Pac's Scary Halloween,0.25,positive
s5777,Riphagen - The Untouchable,-0.802,negative
s5778,Someone Like You,-0.4939,negative
